_id,deliver_day,order_id,order_criation_day,sending_day,receiver,sender,product,quantity,transit_time,lead_time,theoretical_lead,transaction_id
1328,343,5000662,332,332,4,5,5001,67584,,,11,1328
1329,348,5000663,333,333,4,5,5001,16896,,,15,1329
1330,343,5000663,333,333,4,5,5001,16896,,,10,1330
1331,340,5000664,333,333,4,5,5001,67584,,,7,1331
1332,348,5000664,333,333,4,5,5001,67584,,,15,1332
1333,344,5000665,334,334,4,5,5001,16896,,,10,1333
1334,339,5000665,334,334,4,5,5001,16896,,,5,1334
1335,338,5000666,334,334,4,5,5001,67584,,,4,1335
1336,343,5000666,334,334,4,5,5001,67584,,,9,1336
1337,341,5000667,335,335,4,5,5001,16896,,,6,1337
1338,347,5000667,335,335,4,5,5001,16896,,,12,1338
1339,344,5000668,335,335,4,5,5001,67584,,,9,1339
1340,346,5000668,335,335,4,5,5001,67584,,,11,1340
1341,341,5000669,336,336,4,5,5001,16896,,,5,1341
1342,349,5000669,336,336,4,5,5001,16896,,,13,1342
1343,346,5000670,336,336,4,5,5001,67584,,,10,1343
1344,348,5000670,336,336,4,5,5001,67584,,,12,1344
1345,345,5000671,337,337,4,5,5001,16896,,,8,1345
1346,348,5000671,337,337,4,5,5001,16896,,,11,1346
1347,348,5000672,337,337,4,5,5001,67584,,,11,1347
1348,348,5000672,337,337,4,5,5001,67584,,,11,1348
1349,345,5000673,338,338,4,5,5001,16896,,,7,1349
1350,348,5000673,338,338,4,5,5001,16896,,,10,1350
1351,344,5000674,338,338,4,5,5001,67584,,,6,1351
1352,348,5000674,338,338,4,5,5001,67584,,,10,1352
1353,351,5000675,339,339,4,5,5001,16896,,,12,1353
1354,350,5000675,339,339,4,5,5001,16896,,,11,1354
1355,352,5000676,339,339,4,5,5001,67584,,,13,1355
1356,347,5000676,339,339,4,5,5001,67584,,,8,1356
1357,357,5000677,340,340,4,5,5001,18139,,,17,1357
1358,353,5000677,340,340,4,5,5001,18139,,,13,1358
1359,350,5000678,340,340,4,5,5001,72556,,,10,1359
1360,347,5000678,340,340,4,5,5001,72556,,,7,1360
1361,352,5000679,341,341,4,5,5001,18139,,,11,1361
1362,352,5000679,341,341,4,5,5001,18139,,,11,1362
1363,351,5000680,341,341,4,5,5001,72556,,,10,1363
1364,354,5000680,341,341,4,5,5001,72556,,,13,1364
1365,354,5000681,342,342,4,5,5001,18139,,,12,1365
1366,352,5000681,342,342,4,5,5001,18139,,,10,1366
1367,350,5000682,342,342,4,5,5001,72556,,,8,1367
1368,352,5000682,342,342,4,5,5001,72556,,,10,1368
1369,354,5000683,343,343,4,5,5001,18139,,,11,1369
1370,359,5000683,343,343,4,5,5001,18139,,,16,1370
1371,354,5000684,343,343,4,5,5001,72556,,,11,1371
1372,352,5000684,343,343,4,5,5001,72556,,,9,1372
1373,355,5000685,344,344,4,5,5001,18139,,,11,1373
1374,349,5000685,344,344,4,5,5001,18139,,,5,1374
1375,356,5000686,344,344,4,5,5001,72556,,,12,1375
1376,352,5000686,344,344,4,5,5001,72556,,,8,1376
1377,354,5000687,345,345,4,5,5001,18139,,,9,1377
1378,353,5000687,345,345,4,5,5001,18139,,,8,1378
1379,352,5000688,345,345,4,5,5001,72556,,,7,1379
1380,359,5000688,345,345,4,5,5001,72556,,,14,1380
1381,360,5000689,346,346,4,5,5001,18139,,,14,1381
1382,353,5000689,346,346,4,5,5001,18139,,,7,1382
1383,360,5000690,346,346,4,5,5001,72556,,,14,1383
1384,355,5000690,346,346,4,5,5001,72556,,,9,1384
1385,354,5000691,347,347,4,5,5001,18139,,,7,1385
1386,356,5000691,347,347,4,5,5001,18139,,,9,1386
1387,357,5000692,347,347,4,5,5001,72556,,,10,1387
1388,358,5000692,347,347,4,5,5001,72556,,,11,1388
1389,363,5000693,348,348,4,5,5001,18139,,,15,1389
1390,359,5000693,348,348,4,5,5001,18139,,,11,1390
1391,358,5000694,348,348,4,5,5001,72556,,,10,1391
1392,364,5000694,348,348,4,5,5001,72556,,,16,1392
1393,354,5000695,349,349,4,5,5001,18139,,,5,1393
1394,360,5000695,349,349,4,5,5001,18139,,,11,1394
1395,362,5000696,349,349,4,5,5001,72556,,,13,1395
1396,356,5000696,349,349,4,5,5001,72556,,,7,1396
1397,366,5000697,350,350,4,5,5001,11926,,,16,1397
1398,357,5000697,350,350,4,5,5001,11926,,,7,1398
1399,361,5000698,350,350,4,5,5001,47704,,,11,1399
1400,362,5000698,350,350,4,5,5001,47704,,,12,1400
1401,356,5000699,351,351,4,5,5001,11926,,,5,1401
1402,363,5000699,351,351,4,5,5001,11926,,,12,1402
1403,358,5000700,351,351,4,5,5001,47704,,,7,1403
1404,357,5000700,351,351,4,5,5001,47704,,,6,1404
1405,366,5000701,352,352,4,5,5001,11926,,,14,1405
1406,357,5000701,352,352,4,5,5001,11926,,,5,1406
1407,362,5000702,352,352,4,5,5001,47704,,,10,1407
1408,362,5000702,352,352,4,5,5001,47704,,,10,1408
1409,365,5000703,353,353,4,5,5001,11926,,,12,1409
1410,361,5000703,353,353,4,5,5001,11926,,,8,1410
1411,360,5000704,353,353,4,5,5001,47704,,,7,1411
1412,366,5000704,353,353,4,5,5001,47704,,,13,1412
1413,362,5000705,354,354,4,5,5001,11926,,,8,1413
1414,362,5000705,354,354,4,5,5001,11926,,,8,1414
1415,364,5000706,354,354,4,5,5001,47704,,,10,1415
1416,368,5000706,354,354,4,5,5001,47704,,,14,1416
1417,368,5000707,355,355,4,5,5001,11926,,,13,1417
1418,366,5000707,355,355,4,5,5001,11926,,,11,1418
1419,364,5000708,355,355,4,5,5001,47704,,,9,1419
1420,365,5000708,355,355,4,5,5001,47704,,,10,1420
1421,366,5000709,356,356,4,5,5001,11926,,,10,1421
1422,368,5000709,356,356,4,5,5001,11926,,,12,1422
1423,359,5000710,356,356,4,5,5001,47704,,,3,1423
1424,365,5000710,356,356,4,5,5001,47704,,,9,1424
1425,371,5000711,357,357,4,5,5001,11926,,,14,1425
1426,369,5000711,357,357,4,5,5001,11926,,,12,1426
1427,367,5000712,357,357,4,5,5001,47704,,,10,1427
1428,366,5000712,357,357,4,5,5001,47704,,,9,1428
1429,374,5000713,358,358,4,5,5001,11926,,,16,1429
1430,367,5000713,358,358,4,5,5001,11926,,,9,1430
1431,371,5000714,358,358,4,5,5001,47704,,,13,1431
1432,373,5000714,358,358,4,5,5001,47704,,,15,1432
1433,372,5000715,359,359,4,5,5001,11926,,,13,1433
1434,366,5000715,359,359,4,5,5001,11926,,,7,1434
1435,369,5000716,359,359,4,5,5001,47704,,,10,1435
1436,373,5000716,359,359,4,5,5001,47704,,,14,1436
1437,371,5000717,360,360,4,5,5001,13329,,,11,1437
1438,375,5000717,360,360,4,5,5001,13329,,,15,1438
1439,369,5000718,360,360,4,5,5001,53316,,,9,1439
1440,377,5000718,360,360,4,5,5001,53316,,,17,1440
1441,373,5000719,361,361,4,5,5001,13329,,,12,1441
1442,372,5000719,361,361,4,5,5001,13329,,,11,1442
1443,373,5000720,361,361,4,5,5001,53316,,,12,1443
1444,373,5000720,361,361,4,5,5001,53316,,,12,1444
1445,373,5000721,362,362,4,5,5001,13329,,,11,1445
1446,369,5000721,362,362,4,5,5001,13329,,,7,1446
1447,377,5000722,362,362,4,5,5001,53316,,,15,1447
1448,369,5000722,362,362,4,5,5001,53316,,,7,1448
1449,372,5000723,363,363,4,5,5001,13329,,,9,1449
1450,372,5000723,363,363,4,5,5001,13329,,,9,1450
1451,370,5000724,363,363,4,5,5001,53316,,,7,1451
1452,369,5000724,363,363,4,5,5001,53316,,,6,1452
1453,370,5000725,364,364,4,5,5001,13329,,,6,1453
1454,376,5000725,364,364,4,5,5001,13329,,,12,1454
1455,374,5000726,364,364,4,5,5001,53316,,,10,1455
1456,371,5000726,364,364,4,5,5001,53316,,,7,1456
1457,370,5000727,365,365,4,5,5001,13329,,,5,1457
1458,376,5000727,365,365,4,5,5001,13329,,,11,1458
1459,375,5000728,365,365,4,5,5001,53316,,,10,1459
1460,373,5000728,365,365,4,5,5001,53316,,,8,1460
