date,value,,
13/02/2017,106,106,106
14/02/2017,106,106,106
15/02/2017,106,106,106
16/02/2017,107,107,107
17/02/2017,107,107,107
20/02/2017,106,106,106
21/02/2017,105,105,105
22/02/2017,105,105,105
23/02/2017,106,106,106
24/02/2017,106,106,106
27/02/2017,106,106,106
28/02/2017,106,106,106
01/03/2017,105,105,105
02/03/2017,105,105,105
03/03/2017,106,106,106
06/03/2017,106,106,106
07/03/2017,106,106,106
08/03/2017,106,106,106
09/03/2017,106,106,106
10/03/2017,106,106,106
13/03/2017,107,107,107
14/03/2017,106,106,106
15/03/2017,106,106,106
16/03/2017,107,107,107
17/03/2017,107,107,107
20/03/2017,108,108,108
21/03/2017,108,108,108
22/03/2017,108,108,108
23/03/2017,108,108,108
24/03/2017,108,108,108
27/03/2017,109,109,109
28/03/2017,109,109,109
29/03/2017,107,107,107
30/03/2017,107,107,107
31/03/2017,107,107,107
03/04/2017,107,107,107
04/04/2017,107,107,107
05/04/2017,107,107,107
06/04/2017,107,107,107
07/04/2017,106,106,106
10/04/2017,106,106,106
11/04/2017,106,106,106
12/04/2017,106,106,106
13/04/2017,106,106,106
14/04/2017,0,106,106
17/04/2017,0,0,106
18/04/2017,107,107,107
19/04/2017,107,107,107
20/04/2017,107,107,107
21/04/2017,107,107,107
24/04/2017,108,108,108
25/04/2017,109,109,109
26/04/2017,109,109,109
27/04/2017,109,109,109
28/04/2017,109,109,109
01/05/2017,0,109,109
02/05/2017,109,109,109
03/05/2017,109,109,109
04/05/2017,109,109,109
05/05/2017,110,110,110
08/05/2017,109,109,109
09/05/2017,109,109,109
10/05/2017,109,109,109
11/05/2017,109,109,109
12/05/2017,109,109,109
15/05/2017,110,110,110
16/05/2017,111,111,111
17/05/2017,111,111,111
18/05/2017,111,111,111
19/05/2017,112,112,112
22/05/2017,112,112,112
23/05/2017,112,112,112
24/05/2017,112,112,112
25/05/2017,112,112,112
26/05/2017,112,112,112
29/05/2017,112,112,112
30/05/2017,112,112,112
31/05/2017,112,112,112
01/06/2017,112,112,112
02/06/2017,112,112,112
05/06/2017,112,112,112
06/06/2017,113,113,113
07/06/2017,112,112,112
08/06/2017,112,112,112
09/06/2017,112,112,112
12/06/2017,112,112,112
13/06/2017,112,112,112
14/06/2017,112,112,112
15/06/2017,112,112,112
16/06/2017,112,112,112
19/06/2017,112,112,112
20/06/2017,112,112,112
21/06/2017,111,111,111
22/06/2017,112,112,112
23/06/2017,112,112,112
26/06/2017,112,112,112
27/06/2017,113,113,113
28/06/2017,114,114,114
29/06/2017,114,114,114
30/06/2017,114,114,114
03/07/2017,114,114,114
04/07/2017,114,114,114
05/07/2017,113,113,113
06/07/2017,114,114,114
07/07/2017,114,114,114
10/07/2017,114,114,114
11/07/2017,114,114,114
12/07/2017,114,114,114
13/07/2017,114,114,114
14/07/2017,114,114,114
17/07/2017,115,115,115
18/07/2017,116,116,116
19/07/2017,115,115,115
20/07/2017,115,115,115
21/07/2017,116,116,116
24/07/2017,116,116,116
25/07/2017,117,117,117
26/07/2017,116,116,116
27/07/2017,117,117,117
28/07/2017,117,117,117
31/07/2017,117,117,117
01/08/2017,118,118,118
02/08/2017,118,118,118
03/08/2017,119,119,119
04/08/2017,119,119,119
07/08/2017,118,118,118
08/08/2017,118,118,118
09/08/2017,117,117,117
10/08/2017,117,117,117
11/08/2017,118,118,118
14/08/2017,118,118,118
15/08/2017,117,117,117
16/08/2017,117,117,117
17/08/2017,117,117,117
18/08/2017,117,117,117
21/08/2017,118,118,118
22/08/2017,118,118,118
23/08/2017,118,118,118
24/08/2017,118,118,118
25/08/2017,118,118,118
28/08/2017,119,119,119
29/08/2017,120,120,120
30/08/2017,119,119,119
31/08/2017,118,118,118
01/09/2017,119,119,119
04/09/2017,119,119,119
05/09/2017,119,119,119
06/09/2017,119,119,119
07/09/2017,120,120,120
08/09/2017,121,121,121
11/09/2017,120,120,120
12/09/2017,119,119,119
13/09/2017,120,120,120
14/09/2017,119,119,119
15/09/2017,120,120,120
18/09/2017,119,119,119
19/09/2017,120,120,120
20/09/2017,120,120,120
21/09/2017,119,119,119
22/09/2017,120,120,120
25/09/2017,119,119,119
26/09/2017,118,118,118
27/09/2017,117,117,117
28/09/2017,118,118,118
29/09/2017,118,118,118
02/10/2017,117,117,117
03/10/2017,118,118,118
04/10/2017,118,118,118
05/10/2017,117,117,117
06/10/2017,117,117,117
09/10/2017,117,117,117
10/10/2017,118,118,118
11/10/2017,118,118,118
12/10/2017,119,119,119
13/10/2017,118,118,118
16/10/2017,118,118,118
17/10/2017,118,118,118
18/10/2017,117,117,117
19/10/2017,118,118,118
20/10/2017,118,118,118
23/10/2017,117,117,117
24/10/2017,118,118,118
25/10/2017,118,118,118
26/10/2017,118,118,118
27/10/2017,116,116,116
30/10/2017,116,116,116
31/10/2017,116,116,116
01/11/2017,116,116,116
02/11/2017,116,116,116
03/11/2017,117,117,117
06/11/2017,116,116,116
07/11/2017,116,116,116
08/11/2017,116,116,116
09/11/2017,116,116,116
10/11/2017,117,117,117
13/11/2017,117,117,117
14/11/2017,117,117,117
15/11/2017,118,118,118
16/11/2017,118,118,118
17/11/2017,118,118,118
20/11/2017,118,118,118
21/11/2017,117,117,117
22/11/2017,117,117,117
23/11/2017,118,118,118
24/11/2017,119,119,119
27/11/2017,120,120,120
28/11/2017,119,119,119
29/11/2017,118,118,118
30/11/2017,118,118,118
01/12/2017,119,119,119
04/12/2017,119,119,119
05/12/2017,118,118,118
06/12/2017,118,118,118
07/12/2017,118,118,118
08/12/2017,117,117,117
11/12/2017,118,118,118
12/12/2017,118,118,118
13/12/2017,117,117,117
14/12/2017,118,118,118
15/12/2017,118,118,118
18/12/2017,118,118,118
19/12/2017,118,118,118
20/12/2017,118,118,118
21/12/2017,119,119,119
22/12/2017,119,119,119
25/12/2017,0,119,119
26/12/2017,0,0,119
27/12/2017,119,119,119
28/12/2017,119,119,119
29/12/2017,120,120,120
01/01/2018,0,120,120
02/01/2018,121,121,121
03/01/2018,120,120,120
04/01/2018,121,121,121
05/01/2018,120,120,120
08/01/2018,120,120,120
09/01/2018,119,119,119
10/01/2018,120,120,120
11/01/2018,120,120,120
12/01/2018,121,121,121
15/01/2018,123,123,123
16/01/2018,122,122,122
17/01/2018,122,122,122
18/01/2018,122,122,122
19/01/2018,123,123,123
22/01/2018,122,122,122
23/01/2018,122,122,122
24/01/2018,124,124,124
25/01/2018,124,124,124
26/01/2018,124,124,124
29/01/2018,124,124,124
30/01/2018,124,124,124
31/01/2018,125,125,125
01/02/2018,125,125,125
02/02/2018,125,125,125
05/02/2018,124,124,124
06/02/2018,123,123,123
07/02/2018,123,123,123
08/02/2018,123,123,123
09/02/2018,123,123,123
12/02/2018,123,123,123
13/02/2018,123,123,123
14/02/2018,123,123,123
15/02/2018,125,125,125
16/02/2018,125,125,125
19/02/2018,124,124,124
20/02/2018,123,123,123
21/02/2018,123,123,123
22/02/2018,123,123,123
23/02/2018,123,123,123
26/02/2018,123,123,123
27/02/2018,123,123,123
28/02/2018,122,122,122
01/03/2018,122,122,122
02/03/2018,123,123,123
05/03/2018,123,123,123
06/03/2018,124,124,124
07/03/2018,124,124,124
08/03/2018,124,124,124
09/03/2018,123,123,123
12/03/2018,123,123,123
13/03/2018,124,124,124
14/03/2018,124,124,124
15/03/2018,123,123,123
16/03/2018,123,123,123
19/03/2018,123,123,123
20/03/2018,123,123,123
21/03/2018,123,123,123
22/03/2018,123,123,123
23/03/2018,123,123,123
26/03/2018,124,124,124
27/03/2018,124,124,124
28/03/2018,124,124,124
29/03/2018,123,123,123
30/03/2018,0,123,123
02/04/2018,0,0,123
03/04/2018,123,123,123
04/04/2018,123,123,123
05/04/2018,123,123,123
06/04/2018,122,122,122
09/04/2018,123,123,123
10/04/2018,124,124,124
11/04/2018,124,124,124
12/04/2018,123,123,123
13/04/2018,123,123,123
16/04/2018,124,124,124
17/04/2018,124,124,124
18/04/2018,124,124,124
19/04/2018,124,124,124
20/04/2018,123,123,123
23/04/2018,122,122,122
24/04/2018,122,122,122
25/04/2018,122,122,122
26/04/2018,122,122,122
27/04/2018,121,121,121
30/04/2018,121,121,121
01/05/2018,0,121,121
02/05/2018,120,120,120
03/05/2018,120,120,120
04/05/2018,120,120,120
07/05/2018,119,119,119
08/05/2018,119,119,119
09/05/2018,119,119,119
10/05/2018,119,119,119
11/05/2018,119,119,119
14/05/2018,120,120,120
15/05/2018,119,119,119
16/05/2018,118,118,118
17/05/2018,118,118,118
18/05/2018,118,118,118
21/05/2018,118,118,118
22/05/2018,118,118,118
23/05/2018,117,117,117
24/05/2018,117,117,117
25/05/2018,117,117,117
28/05/2018,116,116,116
29/05/2018,116,116,116
30/05/2018,116,116,116
31/05/2018,117,117,117
01/06/2018,117,117,117
04/06/2018,117,117,117
05/06/2018,117,117,117
06/06/2018,118,118,118
07/06/2018,118,118,118
08/06/2018,118,118,118
11/06/2018,118,118,118
12/06/2018,118,118,118
13/06/2018,118,118,118
14/06/2018,117,117,117
15/06/2018,116,116,116
18/06/2018,116,116,116
19/06/2018,115,115,115
20/06/2018,116,116,116
21/06/2018,115,115,115
22/06/2018,116,116,116
25/06/2018,117,117,117
26/06/2018,117,117,117
27/06/2018,116,116,116
28/06/2018,116,116,116
29/06/2018,117,117,117
02/07/2018,116,116,116
03/07/2018,117,117,117
04/07/2018,116,116,116
05/07/2018,117,117,117
06/07/2018,117,117,117
09/07/2018,118,118,118
10/07/2018,117,117,117
11/07/2018,117,117,117
12/07/2018,117,117,117
13/07/2018,116,116,116
16/07/2018,117,117,117
17/07/2018,117,117,117
18/07/2018,116,116,116
19/07/2018,116,116,116
20/07/2018,117,117,117
23/07/2018,117,117,117
24/07/2018,117,117,117
25/07/2018,117,117,117
26/07/2018,117,117,117
27/07/2018,116,116,116
30/07/2018,117,117,117
31/07/2018,117,117,117
01/08/2018,117,117,117
02/08/2018,116,116,116
03/08/2018,116,116,116
06/08/2018,115,115,115
07/08/2018,116,116,116
08/08/2018,116,116,116
09/08/2018,116,116,116
10/08/2018,115,115,115
13/08/2018,114,114,114
14/08/2018,114,114,114
15/08/2018,113,113,113
16/08/2018,114,114,114
17/08/2018,114,114,114
20/08/2018,114,114,114
21/08/2018,115,115,115
22/08/2018,116,116,116
23/08/2018,116,116,116
24/08/2018,116,116,116
27/08/2018,116,116,116
28/08/2018,117,117,117
29/08/2018,117,117,117
30/08/2018,117,117,117
31/08/2018,117,117,117
03/09/2018,116,116,116
04/09/2018,116,116,116
05/09/2018,116,116,116
06/09/2018,116,116,116
07/09/2018,116,116,116
10/09/2018,116,116,116
11/09/2018,116,116,116
12/09/2018,116,116,116
13/09/2018,116,116,116
14/09/2018,117,117,117
17/09/2018,117,117,117
18/09/2018,117,117,117
19/09/2018,117,117,117
20/09/2018,118,118,118
21/09/2018,118,118,118
24/09/2018,118,118,118
25/09/2018,118,118,118
26/09/2018,117,117,117
27/09/2018,117,117,117
28/09/2018,116,116,116
01/10/2018,116,116,116
02/10/2018,115,115,115
03/10/2018,115,115,115
04/10/2018,115,115,115
05/10/2018,115,115,115
08/10/2018,115,115,115
09/10/2018,114,114,114
10/10/2018,115,115,115
11/10/2018,116,116,116
12/10/2018,116,116,116
15/10/2018,116,116,116
16/10/2018,116,116,116
17/10/2018,115,115,115
18/10/2018,115,115,115
19/10/2018,115,115,115
22/10/2018,115,115,115
23/10/2018,115,115,115
24/10/2018,114,114,114
25/10/2018,114,114,114
26/10/2018,113,113,113
29/10/2018,114,114,114
30/10/2018,114,114,114
31/10/2018,113,113,113
01/11/2018,114,114,114
02/11/2018,114,114,114
05/11/2018,114,114,114
06/11/2018,114,114,114
07/11/2018,115,115,115
08/11/2018,114,114,114
09/11/2018,113,113,113
12/11/2018,113,113,113
13/11/2018,113,113,113
14/11/2018,113,113,113
15/11/2018,113,113,113
16/11/2018,113,113,113
19/11/2018,114,114,114
20/11/2018,114,114,114
21/11/2018,114,114,114
22/11/2018,114,114,114
23/11/2018,114,114,114
26/11/2018,114,114,114
27/11/2018,113,113,113
28/11/2018,113,113,113
29/11/2018,114,114,114
30/11/2018,114,114,114
03/12/2018,113,113,113
04/12/2018,114,114,114
05/12/2018,114,114,114
06/12/2018,114,114,114
07/12/2018,114,114,114
10/12/2018,114,114,114
11/12/2018,114,114,114
12/12/2018,113,113,113
13/12/2018,114,114,114
14/12/2018,113,113,113
17/12/2018,113,113,113
18/12/2018,114,114,114
19/12/2018,114,114,114
20/12/2018,115,115,115
21/12/2018,114,114,114
24/12/2018,114,114,114
25/12/2018,0,114,114
26/12/2018,0,0,114
27/12/2018,114,114,114
28/12/2018,115,115,115
31/12/2018,115,115,115
01/01/2019,0,115,115
02/01/2019,114,114,114
03/01/2019,113,113,113
04/01/2019,114,114,114
07/01/2019,114,114,114
08/01/2019,114,114,114
09/01/2019,115,115,115
10/01/2019,115,115,115
11/01/2019,115,115,115
14/01/2019,115,115,115
15/01/2019,114,114,114
16/01/2019,114,114,114
17/01/2019,114,114,114
18/01/2019,114,114,114
21/01/2019,114,114,114
22/01/2019,114,114,114
23/01/2019,114,114,114
24/01/2019,113,113,113
25/01/2019,113,113,113
28/01/2019,114,114,114
29/01/2019,114,114,114
30/01/2019,114,114,114
31/01/2019,115,115,115
01/02/2019,115,115,115
04/02/2019,114,114,114
05/02/2019,114,114,114
06/02/2019,114,114,114
07/02/2019,113,113,113
08/02/2019,113,113,113
11/02/2019,113,113,113
12/02/2019,113,113,113
13/02/2019,113,113,113
14/02/2019,113,113,113
15/02/2019,113,113,113
18/02/2019,113,113,113
19/02/2019,113,113,113
20/02/2019,113,113,113
21/02/2019,114,114,114
22/02/2019,113,113,113
25/02/2019,114,114,114
26/02/2019,114,114,114
27/02/2019,114,114,114
28/02/2019,114,114,114
01/03/2019,114,114,114
04/03/2019,113,113,113
05/03/2019,113,113,113
06/03/2019,113,113,113
07/03/2019,113,113,113
08/03/2019,112,112,112
11/03/2019,112,112,112
12/03/2019,113,113,113
13/03/2019,113,113,113
14/03/2019,113,113,113
15/03/2019,113,113,113
18/03/2019,113,113,113
19/03/2019,114,114,114
20/03/2019,114,114,114
21/03/2019,114,114,114
22/03/2019,113,113,113
25/03/2019,113,113,113
26/03/2019,113,113,113
27/03/2019,113,113,113
28/03/2019,112,112,112
29/03/2019,112,112,112
01/04/2019,112,112,112
02/04/2019,112,112,112
03/04/2019,112,112,112
04/04/2019,112,112,112
05/04/2019,112,112,112
08/04/2019,112,112,112
09/04/2019,113,113,113
10/04/2019,113,113,113
11/04/2019,113,113,113
12/04/2019,113,113,113
15/04/2019,113,113,113
16/04/2019,113,113,113
17/04/2019,113,113,113
18/04/2019,113,113,113
19/04/2019,0,113,113
22/04/2019,0,0,113
23/04/2019,112,112,112
24/04/2019,112,112,112
25/04/2019,111,111,111
26/04/2019,111,111,111
29/04/2019,112,112,112
30/04/2019,112,112,112
01/05/2019,0,112,112
02/05/2019,112,112,112
03/05/2019,112,112,112
06/05/2019,112,112,112
07/05/2019,112,112,112
08/05/2019,112,112,112
09/05/2019,112,112,112
10/05/2019,112,112,112
13/05/2019,112,112,112
14/05/2019,112,112,112
15/05/2019,112,112,112
16/05/2019,112,112,112
17/05/2019,112,112,112
20/05/2019,112,112,112
21/05/2019,112,112,112
22/05/2019,112,112,112
23/05/2019,111,111,111
24/05/2019,112,112,112
27/05/2019,112,112,112
28/05/2019,112,112,112
29/05/2019,112,112,112
30/05/2019,111,111,111
31/05/2019,112,112,112
03/06/2019,112,112,112
04/06/2019,112,112,112
05/06/2019,113,113,113
06/06/2019,113,113,113
07/06/2019,113,113,113
10/06/2019,113,113,113
11/06/2019,113,113,113
12/06/2019,113,113,113
13/06/2019,113,113,113
14/06/2019,113,113,113
17/06/2019,112,112,112
18/06/2019,112,112,112
19/06/2019,112,112,112
20/06/2019,113,113,113
21/06/2019,113,113,113
24/06/2019,114,114,114
25/06/2019,114,114,114
26/06/2019,114,114,114
27/06/2019,114,114,114
28/06/2019,114,114,114
01/07/2019,113,113,113
02/07/2019,113,113,113
03/07/2019,113,113,113
04/07/2019,113,113,113
05/07/2019,113,113,113
08/07/2019,112,112,112
09/07/2019,112,112,112
10/07/2019,112,112,112
11/07/2019,113,113,113
12/07/2019,113,113,113
15/07/2019,113,113,113
16/07/2019,112,112,112
17/07/2019,112,112,112
18/07/2019,112,112,112
19/07/2019,112,112,112
22/07/2019,112,112,112
23/07/2019,112,112,112
24/07/2019,111,111,111
25/07/2019,111,111,111
26/07/2019,111,111,111
29/07/2019,111,111,111
30/07/2019,112,112,112
31/07/2019,112,112,112
01/08/2019,110,110,110
02/08/2019,111,111,111
05/08/2019,112,112,112
06/08/2019,112,112,112
07/08/2019,112,112,112
08/08/2019,112,112,112
09/08/2019,112,112,112
12/08/2019,112,112,112
13/08/2019,112,112,112
14/08/2019,112,112,112
15/08/2019,112,112,112
16/08/2019,111,111,111
19/08/2019,111,111,111
20/08/2019,111,111,111
21/08/2019,111,111,111
22/08/2019,111,111,111
23/08/2019,111,111,111
26/08/2019,111,111,111
27/08/2019,111,111,111
28/08/2019,111,111,111
29/08/2019,111,111,111
30/08/2019,110,110,110
02/09/2019,110,110,110
03/09/2019,109,109,109
04/09/2019,110,110,110
05/09/2019,111,111,111
06/09/2019,110,110,110
09/09/2019,110,110,110
10/09/2019,110,110,110
11/09/2019,110,110,110
12/09/2019,110,110,110
13/09/2019,111,111,111
16/09/2019,110,110,110
17/09/2019,110,110,110
18/09/2019,111,111,111
19/09/2019,111,111,111
20/09/2019,110,110,110
23/09/2019,110,110,110
24/09/2019,110,110,110
25/09/2019,110,110,110
26/09/2019,109,109,109
27/09/2019,109,109,109
30/09/2019,109,109,109
01/10/2019,109,109,109
02/10/2019,109,109,109
03/10/2019,110,110,110
04/10/2019,110,110,110
07/10/2019,110,110,110
08/10/2019,110,110,110
09/10/2019,110,110,110
10/10/2019,110,110,110
11/10/2019,110,110,110
14/10/2019,110,110,110
15/10/2019,110,110,110
16/10/2019,110,110,110
17/10/2019,111,111,111
18/10/2019,111,111,111
21/10/2019,112,112,112
22/10/2019,111,111,111
23/10/2019,111,111,111
24/10/2019,111,111,111
25/10/2019,111,111,111
28/10/2019,111,111,111
29/10/2019,111,111,111
30/10/2019,111,111,111
31/10/2019,112,112,112
01/11/2019,111,111,111
04/11/2019,112,112,112
05/11/2019,111,111,111
06/11/2019,111,111,111
07/11/2019,111,111,111
08/11/2019,110,110,110
11/11/2019,110,110,110
12/11/2019,110,110,110
13/11/2019,110,110,110
14/11/2019,110,110,110
15/11/2019,110,110,110
18/11/2019,111,111,111
19/11/2019,111,111,111
20/11/2019,111,111,111
21/11/2019,111,111,111
22/11/2019,111,111,111
25/11/2019,110,110,110
26/11/2019,110,110,110
27/11/2019,110,110,110
28/11/2019,110,110,110
29/11/2019,110,110,110
02/12/2019,110,110,110
03/12/2019,111,111,111
04/12/2019,111,111,111
05/12/2019,111,111,111
06/12/2019,111,111,111
09/12/2019,111,111,111
10/12/2019,111,111,111
11/12/2019,111,111,111
12/12/2019,111,111,111
13/12/2019,112,112,112
16/12/2019,111,111,111
17/12/2019,112,112,112
18/12/2019,111,111,111
19/12/2019,111,111,111
20/12/2019,111,111,111
23/12/2019,111,111,111
24/12/2019,111,111,111
25/12/2019,0,111,111
26/12/2019,0,0,111
27/12/2019,112,112,112
30/12/2019,112,112,112
31/12/2019,112,112,112
01/01/2020,0,112,112
02/01/2020,112,112,112
03/01/2020,111,111,111
06/01/2020,112,112,112
07/01/2020,112,112,112
08/01/2020,111,111,111
09/01/2020,111,111,111
10/01/2020,111,111,111
13/01/2020,111,111,111
14/01/2020,111,111,111
15/01/2020,111,111,111
16/01/2020,112,112,112
17/01/2020,111,111,111
20/01/2020,111,111,111
21/01/2020,111,111,111
22/01/2020,111,111,111
23/01/2020,111,111,111
24/01/2020,110,110,110
27/01/2020,110,110,110
28/01/2020,110,110,110
29/01/2020,110,110,110
30/01/2020,110,110,110
31/01/2020,111,111,111
03/02/2020,111,111,111
04/02/2020,110,110,110
05/02/2020,110,110,110
06/02/2020,110,110,110
07/02/2020,110,110,110
10/02/2020,110,110,110
11/02/2020,109,109,109
12/02/2020,109,109,109
13/02/2020,109,109,109
14/02/2020,108,108,108
17/02/2020,108,108,108
18/02/2020,108,108,108
19/02/2020,108,108,108
20/02/2020,108,108,108
21/02/2020,108,108,108
24/02/2020,108,108,108
25/02/2020,108,108,108
26/02/2020,109,109,109
27/02/2020,110,110,110
28/02/2020,110,110,110
02/03/2020,111,111,111
03/03/2020,111,111,111
04/03/2020,111,111,111
05/03/2020,112,112,112
06/03/2020,113,113,113
09/03/2020,115,115,115
10/03/2020,114,114,114
11/03/2020,113,113,113
12/03/2020,112,112,112
13/03/2020,111,111,111
16/03/2020,112,112,112
17/03/2020,110,110,110
18/03/2020,109,109,109
19/03/2020,108,108,108
20/03/2020,107,107,107
23/03/2020,108,108,108
24/03/2020,108,108,108
25/03/2020,108,108,108
26/03/2020,110,110,110
27/03/2020,110,110,110
30/03/2020,110,110,110
31/03/2020,110,110,110
01/04/2020,109,109,109
02/04/2020,109,109,109
03/04/2020,108,108,108
06/04/2020,108,108,108
07/04/2020,109,109,109
08/04/2020,109,109,109
09/04/2020,109,109,109
10/04/2020,0,109,109
13/04/2020,0,0,109
14/04/2020,110,110,110
15/04/2020,109,109,109
16/04/2020,109,109,109
17/04/2020,109,109,109
20/04/2020,109,109,109
21/04/2020,108,108,108
22/04/2020,109,109,109
23/04/2020,108,108,108
24/04/2020,108,108,108
27/04/2020,109,109,109
28/04/2020,109,109,109
29/04/2020,108,108,108
30/04/2020,109,109,109
01/05/2020,0,109,109
04/05/2020,109,109,109
05/05/2020,108,108,108
06/05/2020,108,108,108
07/05/2020,108,108,108
08/05/2020,108,108,108
11/05/2020,108,108,108
12/05/2020,109,109,109
13/05/2020,109,109,109
14/05/2020,108,108,108
15/05/2020,108,108,108
18/05/2020,108,108,108
19/05/2020,110,110,110
20/05/2020,110,110,110
21/05/2020,110,110,110
22/05/2020,109,109,109
25/05/2020,109,109,109
26/05/2020,110,110,110
27/05/2020,110,110,110
28/05/2020,110,110,110
29/05/2020,111,111,111
01/06/2020,111,111,111
02/06/2020,112,112,112
03/06/2020,112,112,112
04/06/2020,113,113,113
05/06/2020,113,113,113
08/06/2020,113,113,113
09/06/2020,113,113,113
10/06/2020,114,114,114
11/06/2020,113,113,113
12/06/2020,113,113,113
15/06/2020,113,113,113
16/06/2020,113,113,113
17/06/2020,112,112,112
18/06/2020,112,112,112
19/06/2020,112,112,112
22/06/2020,112,112,112
23/06/2020,113,113,113
24/06/2020,113,113,113
25/06/2020,112,112,112
26/06/2020,112,112,112
29/06/2020,113,113,113
30/06/2020,112,112,112
01/07/2020,112,112,112
02/07/2020,113,113,113
03/07/2020,112,112,112
06/07/2020,113,113,113
07/07/2020,113,113,113
08/07/2020,113,113,113
09/07/2020,113,113,113
10/07/2020,113,113,113
13/07/2020,113,113,113
14/07/2020,114,114,114
15/07/2020,114,114,114
16/07/2020,114,114,114
17/07/2020,114,114,114
20/07/2020,114,114,114
21/07/2020,114,114,114
22/07/2020,116,116,116
23/07/2020,116,116,116
24/07/2020,116,116,116
27/07/2020,118,118,118
28/07/2020,117,117,117
29/07/2020,117,117,117
30/07/2020,117,117,117
31/07/2020,118,118,118
03/08/2020,117,117,117
04/08/2020,118,118,118
05/08/2020,119,119,119
06/08/2020,118,118,118
07/08/2020,118,118,118
10/08/2020,118,118,118
11/08/2020,118,118,118
12/08/2020,118,118,118
13/08/2020,118,118,118
14/08/2020,118,118,118
17/08/2020,119,119,119
18/08/2020,119,119,119
19/08/2020,119,119,119
20/08/2020,119,119,119
21/08/2020,118,118,118
24/08/2020,118,118,118
25/08/2020,118,118,118
26/08/2020,118,118,118
27/08/2020,118,118,118
28/08/2020,119,119,119
31/08/2020,119,119,119
01/09/2020,120,120,120
02/09/2020,119,119,119
03/09/2020,118,118,118
04/09/2020,118,118,118
07/09/2020,118,118,118
08/09/2020,118,118,118
09/09/2020,118,118,118
10/09/2020,118,118,118
11/09/2020,119,119,119
14/09/2020,119,119,119
15/09/2020,119,119,119
16/09/2020,119,119,119
17/09/2020,118,118,118
18/09/2020,118,118,118
21/09/2020,118,118,118
22/09/2020,117,117,117
23/09/2020,117,117,117
24/09/2020,116,116,116
25/09/2020,116,116,116
28/09/2020,117,117,117
29/09/2020,117,117,117
30/09/2020,117,117,117
01/10/2020,118,118,118
02/10/2020,117,117,117
05/10/2020,118,118,118
06/10/2020,118,118,118
07/10/2020,118,118,118
08/10/2020,118,118,118
09/10/2020,118,118,118
12/10/2020,118,118,118
13/10/2020,118,118,118
14/10/2020,118,118,118
15/10/2020,117,117,117
16/10/2020,117,117,117
19/10/2020,118,118,118
20/10/2020,118,118,118
21/10/2020,119,119,119
22/10/2020,118,118,118
23/10/2020,119,119,119
26/10/2020,118,118,118
27/10/2020,118,118,118
28/10/2020,117,117,117
29/10/2020,117,117,117
30/10/2020,117,117,117
02/11/2020,117,117,117
03/11/2020,117,117,117
04/11/2020,117,117,117
05/11/2020,119,119,119
06/11/2020,119,119,119
09/11/2020,119,119,119
10/11/2020,118,118,118
11/11/2020,118,118,118
12/11/2020,118,118,118
13/11/2020,118,118,118
16/11/2020,118,118,118
17/11/2020,119,119,119
18/11/2020,119,119,119
19/11/2020,118,118,118
20/11/2020,119,119,119
23/11/2020,119,119,119
24/11/2020,119,119,119
25/11/2020,119,119,119
26/11/2020,119,119,119
27/11/2020,119,119,119
30/11/2020,120,120,120
01/12/2020,120,120,120
02/12/2020,121,121,121
03/12/2020,122,122,122
04/12/2020,122,122,122
07/12/2020,121,121,121
08/12/2020,121,121,121
09/12/2020,121,121,121
10/12/2020,121,121,121
11/12/2020,121,121,121
14/12/2020,122,122,122
15/12/2020,121,121,121
16/12/2020,122,122,122
17/12/2020,122,122,122
18/12/2020,123,123,123
21/12/2020,122,122,122
22/12/2020,122,122,122
23/12/2020,122,122,122
24/12/2020,122,122,122
25/12/2020,0,122,122
28/12/2020,122,122,122
29/12/2020,123,123,123
30/12/2020,123,123,123
31/12/2020,123,123,123
01/01/2021,0,123,123
04/01/2021,123,123,123
05/01/2021,123,123,123
06/01/2021,123,123,123
07/01/2021,123,123,123
08/01/2021,123,123,123
11/01/2021,122,122,122
12/01/2021,122,122,122
13/01/2021,122,122,122
14/01/2021,121,121,121
15/01/2021,121,121,121
18/01/2021,121,121,121
19/01/2021,121,121,121
20/01/2021,121,121,121
21/01/2021,122,122,122
22/01/2021,122,122,122
25/01/2021,122,122,122
26/01/2021,121,121,121
27/01/2021,121,121,121
28/01/2021,121,121,121
29/01/2021,121,121,121
01/02/2021,121,121,121
02/02/2021,120,120,120
03/02/2021,120,120,120
04/02/2021,120,120,120
05/02/2021,120,120,120
08/02/2021,120,120,120
09/02/2021,121,121,121
10/02/2021,121,121,121
11/02/2021,121,121,121
12/02/2021,121,121,121
15/02/2021,121,121,121
16/02/2021,121,121,121
17/02/2021,121,121,121
18/02/2021,121,121,121
19/02/2021,121,121,121
22/02/2021,121,121,121
23/02/2021,121,121,121
24/02/2021,121,121,121
25/02/2021,122,122,122
26/02/2021,121,121,121
01/03/2021,121,121,121
02/03/2021,120,120,120
03/03/2021,120,120,120
04/03/2021,120,120,120
05/03/2021,119,119,119
08/03/2021,119,119,119
09/03/2021,119,119,119
10/03/2021,119,119,119
11/03/2021,120,120,120
12/03/2021,119,119,119
15/03/2021,119,119,119
16/03/2021,119,119,119
17/03/2021,119,119,119
18/03/2021,119,119,119
19/03/2021,119,119,119
22/03/2021,119,119,119
23/03/2021,119,119,119
24/03/2021,118,118,118
25/03/2021,118,118,118
26/03/2021,118,118,118
29/03/2021,118,118,118
