date,value,,
17/02/2004,129,129,129
18/02/2004,128,128,128
19/02/2004,127,127,127
20/02/2004,127,127,127
23/02/2004,126,126,126
24/02/2004,126,126,126
25/02/2004,126,126,126
26/02/2004,124,124,124
27/02/2004,124,124,124
01/03/2004,125,125,125
02/03/2004,124,124,124
03/03/2004,121,121,121
04/03/2004,121,121,121
05/03/2004,122,122,122
08/03/2004,124,124,124
09/03/2004,124,124,124
10/03/2004,123,123,123
11/03/2004,123,123,123
12/03/2004,122,122,122
15/03/2004,123,123,123
16/03/2004,124,124,124
17/03/2004,123,123,123
18/03/2004,123,123,123
19/03/2004,123,123,123
22/03/2004,124,124,124
23/03/2004,123,123,123
24/03/2004,122,122,122
25/03/2004,121,121,121
26/03/2004,122,122,122
29/03/2004,121,121,121
30/03/2004,122,122,122
31/03/2004,122,122,122
01/04/2004,123,123,123
02/04/2004,123,123,123
05/04/2004,121,121,121
06/04/2004,121,121,121
07/04/2004,121,121,121
08/04/2004,121,121,121
09/04/2004,0,121,121
12/04/2004,0,0,121
13/04/2004,120,120,120
14/04/2004,119,119,119
15/04/2004,119,119,119
16/04/2004,119,119,119
19/04/2004,120,120,120
20/04/2004,119,119,119
21/04/2004,118,118,118
22/04/2004,119,119,119
23/04/2004,119,119,119
26/04/2004,119,119,119
27/04/2004,119,119,119
28/04/2004,119,119,119
29/04/2004,118,118,118
30/04/2004,119,119,119
03/05/2004,120,120,120
04/05/2004,121,121,121
05/05/2004,121,121,121
06/05/2004,121,121,121
07/05/2004,121,121,121
10/05/2004,118,118,118
11/05/2004,118,118,118
12/05/2004,119,119,119
13/05/2004,118,118,118
14/05/2004,118,118,118
17/05/2004,120,120,120
18/05/2004,120,120,120
19/05/2004,120,120,120
20/05/2004,119,119,119
21/05/2004,120,120,120
24/05/2004,120,120,120
25/05/2004,121,121,121
26/05/2004,121,121,121
27/05/2004,122,122,122
28/05/2004,122,122,122
31/05/2004,122,122,122
01/06/2004,122,122,122
02/06/2004,123,123,123
03/06/2004,122,122,122
04/06/2004,122,122,122
07/06/2004,123,123,123
08/06/2004,123,123,123
09/06/2004,122,122,122
10/06/2004,121,121,121
11/06/2004,120,120,120
14/06/2004,120,120,120
15/06/2004,121,121,121
16/06/2004,121,121,121
17/06/2004,120,120,120
18/06/2004,120,120,120
21/06/2004,121,121,121
22/06/2004,121,121,121
23/06/2004,121,121,121
24/06/2004,121,121,121
25/06/2004,121,121,121
28/06/2004,122,122,122
29/06/2004,122,122,122
30/06/2004,122,122,122
01/07/2004,122,122,122
02/07/2004,121,121,121
05/07/2004,123,123,123
06/07/2004,123,123,123
07/07/2004,124,124,124
08/07/2004,123,123,123
09/07/2004,124,124,124
12/07/2004,124,124,124
13/07/2004,124,124,124
14/07/2004,124,124,124
15/07/2004,124,124,124
16/07/2004,124,124,124
19/07/2004,124,124,124
20/07/2004,124,124,124
21/07/2004,123,123,123
22/07/2004,123,123,123
23/07/2004,122,122,122
26/07/2004,122,122,122
27/07/2004,122,122,122
28/07/2004,120,120,120
29/07/2004,120,120,120
30/07/2004,120,120,120
02/08/2004,121,121,121
03/08/2004,120,120,120
04/08/2004,120,120,120
05/08/2004,120,120,120
06/08/2004,121,121,121
09/08/2004,122,122,122
10/08/2004,123,123,123
11/08/2004,122,122,122
12/08/2004,123,123,123
13/08/2004,122,122,122
16/08/2004,123,123,123
17/08/2004,123,123,123
18/08/2004,123,123,123
19/08/2004,124,124,124
20/08/2004,123,123,123
23/08/2004,123,123,123
24/08/2004,121,121,121
25/08/2004,121,121,121
26/08/2004,121,121,121
27/08/2004,121,121,121
30/08/2004,120,120,120
31/08/2004,121,121,121
01/09/2004,122,122,122
02/09/2004,122,122,122
03/09/2004,122,122,122
06/09/2004,121,121,121
07/09/2004,121,121,121
08/09/2004,120,120,120
09/09/2004,122,122,122
10/09/2004,122,122,122
13/09/2004,122,122,122
14/09/2004,122,122,122
15/09/2004,122,122,122
16/09/2004,122,122,122
17/09/2004,122,122,122
20/09/2004,121,121,121
21/09/2004,123,123,123
22/09/2004,122,122,122
23/09/2004,123,123,123
24/09/2004,123,123,123
27/09/2004,123,123,123
28/09/2004,123,123,123
29/09/2004,123,123,123
30/09/2004,124,124,124
01/10/2004,124,124,124
04/10/2004,123,123,123
05/10/2004,123,123,123
06/10/2004,123,123,123
07/10/2004,123,123,123
08/10/2004,123,123,123
11/10/2004,124,124,124
12/10/2004,123,123,123
13/10/2004,123,123,123
14/10/2004,124,124,124
15/10/2004,124,124,124
18/10/2004,125,125,125
19/10/2004,125,125,125
20/10/2004,126,126,126
21/10/2004,126,126,126
22/10/2004,126,126,126
25/10/2004,128,128,128
26/10/2004,128,128,128
27/10/2004,128,128,128
28/10/2004,127,127,127
29/10/2004,127,127,127
01/11/2004,127,127,127
02/11/2004,127,127,127
03/11/2004,128,128,128
04/11/2004,129,129,129
05/11/2004,129,129,129
08/11/2004,129,129,129
09/11/2004,129,129,129
10/11/2004,130,130,130
11/11/2004,129,129,129
12/11/2004,129,129,129
15/11/2004,130,130,130
16/11/2004,130,130,130
17/11/2004,130,130,130
18/11/2004,130,130,130
19/11/2004,130,130,130
22/11/2004,130,130,130
23/11/2004,131,131,131
24/11/2004,131,131,131
25/11/2004,132,132,132
26/11/2004,132,132,132
29/11/2004,132,132,132
30/11/2004,133,133,133
01/12/2004,133,133,133
02/12/2004,133,133,133
03/12/2004,133,133,133
06/12/2004,134,134,134
07/12/2004,135,135,135
08/12/2004,133,133,133
09/12/2004,133,133,133
10/12/2004,132,132,132
13/12/2004,133,133,133
14/12/2004,133,133,133
15/12/2004,134,134,134
16/12/2004,134,134,134
17/12/2004,133,133,133
20/12/2004,134,134,134
21/12/2004,134,134,134
22/12/2004,134,134,134
23/12/2004,135,135,135
24/12/2004,135,135,135
27/12/2004,135,135,135
28/12/2004,136,136,136
29/12/2004,136,136,136
30/12/2004,136,136,136
31/12/2004,136,136,136
03/01/2005,135,135,135
04/01/2005,134,134,134
05/01/2005,132,132,132
06/01/2005,132,132,132
07/01/2005,132,132,132
10/01/2005,131,131,131
11/01/2005,131,131,131
12/01/2005,131,131,131
13/01/2005,132,132,132
14/01/2005,131,131,131
17/01/2005,131,131,131
18/01/2005,131,131,131
19/01/2005,131,131,131
20/01/2005,129,129,129
21/01/2005,130,130,130
24/01/2005,131,131,131
25/01/2005,130,130,130
26/01/2005,130,130,130
27/01/2005,130,130,130
28/01/2005,130,130,130
31/01/2005,130,130,130
01/02/2005,130,130,130
02/02/2005,131,131,131
03/02/2005,130,130,130
04/02/2005,130,130,130
07/02/2005,128,128,128
08/02/2005,128,128,128
09/02/2005,128,128,128
10/02/2005,128,128,128
11/02/2005,129,129,129
14/02/2005,130,130,130
15/02/2005,130,130,130
16/02/2005,130,130,130
17/02/2005,130,130,130
18/02/2005,130,130,130
21/02/2005,131,131,131
22/02/2005,132,132,132
23/02/2005,132,132,132
24/02/2005,133,133,133
25/02/2005,132,132,132
28/02/2005,133,133,133
01/03/2005,132,132,132
02/03/2005,131,131,131
03/03/2005,131,131,131
04/03/2005,131,131,131
07/03/2005,132,132,132
08/03/2005,132,132,132
09/03/2005,133,133,133
10/03/2005,134,134,134
11/03/2005,134,134,134
14/03/2005,134,134,134
15/03/2005,134,134,134
16/03/2005,134,134,134
17/03/2005,134,134,134
18/03/2005,133,133,133
21/03/2005,132,132,132
22/03/2005,132,132,132
23/03/2005,131,131,131
24/03/2005,130,130,130
25/03/2005,0,130,130
28/03/2005,0,0,130
29/03/2005,129,129,129
30/03/2005,129,129,129
31/03/2005,130,130,130
01/04/2005,130,130,130
04/04/2005,129,129,129
05/04/2005,128,128,128
06/04/2005,129,129,129
07/04/2005,129,129,129
08/04/2005,128,128,128
11/04/2005,130,130,130
12/04/2005,130,130,130
13/04/2005,129,129,129
14/04/2005,128,128,128
15/04/2005,129,129,129
18/04/2005,130,130,130
19/04/2005,130,130,130
20/04/2005,130,130,130
21/04/2005,131,131,131
22/04/2005,131,131,131
25/04/2005,130,130,130
26/04/2005,130,130,130
27/04/2005,129,129,129
28/04/2005,129,129,129
29/04/2005,130,130,130
02/05/2005,129,129,129
03/05/2005,129,129,129
04/05/2005,130,130,130
05/05/2005,130,130,130
06/05/2005,129,129,129
09/05/2005,128,128,128
10/05/2005,129,129,129
11/05/2005,129,129,129
12/05/2005,128,128,128
13/05/2005,126,126,126
16/05/2005,126,126,126
17/05/2005,126,126,126
18/05/2005,126,126,126
19/05/2005,126,126,126
20/05/2005,126,126,126
23/05/2005,125,125,125
24/05/2005,126,126,126
25/05/2005,126,126,126
26/05/2005,125,125,125
27/05/2005,126,126,126
30/05/2005,125,125,125
31/05/2005,123,123,123
01/06/2005,122,122,122
02/06/2005,123,123,123
03/06/2005,123,123,123
06/06/2005,123,123,123
07/06/2005,123,123,123
08/06/2005,123,123,123
09/06/2005,122,122,122
10/06/2005,122,122,122
13/06/2005,121,121,121
14/06/2005,121,121,121
15/06/2005,121,121,121
16/06/2005,121,121,121
17/06/2005,122,122,122
20/06/2005,122,122,122
21/06/2005,121,121,121
22/06/2005,121,121,121
23/06/2005,121,121,121
24/06/2005,121,121,121
27/06/2005,122,122,122
28/06/2005,121,121,121
29/06/2005,121,121,121
30/06/2005,121,121,121
01/07/2005,121,121,121
04/07/2005,119,119,119
05/07/2005,119,119,119
06/07/2005,119,119,119
07/07/2005,120,120,120
08/07/2005,119,119,119
11/07/2005,120,120,120
12/07/2005,122,122,122
13/07/2005,122,122,122
14/07/2005,121,121,121
15/07/2005,121,121,121
18/07/2005,121,121,121
19/07/2005,120,120,120
20/07/2005,121,121,121
21/07/2005,122,122,122
22/07/2005,121,121,121
25/07/2005,121,121,121
26/07/2005,120,120,120
27/07/2005,120,120,120
28/07/2005,121,121,121
29/07/2005,121,121,121
01/08/2005,122,122,122
02/08/2005,122,122,122
03/08/2005,123,123,123
04/08/2005,123,123,123
05/08/2005,124,124,124
08/08/2005,124,124,124
09/08/2005,124,124,124
10/08/2005,124,124,124
11/08/2005,124,124,124
12/08/2005,125,125,125
15/08/2005,124,124,124
16/08/2005,123,123,123
17/08/2005,123,123,123
18/08/2005,122,122,122
19/08/2005,122,122,122
22/08/2005,122,122,122
23/08/2005,122,122,122
24/08/2005,122,122,122
25/08/2005,123,123,123
26/08/2005,123,123,123
29/08/2005,123,123,123
30/08/2005,122,122,122
31/08/2005,122,122,122
01/09/2005,124,124,124
02/09/2005,125,125,125
05/09/2005,125,125,125
06/09/2005,125,125,125
07/09/2005,125,125,125
08/09/2005,124,124,124
09/09/2005,124,124,124
12/09/2005,123,123,123
13/09/2005,123,123,123
14/09/2005,123,123,123
15/09/2005,122,122,122
16/09/2005,122,122,122
19/09/2005,121,121,121
20/09/2005,122,122,122
21/09/2005,122,122,122
22/09/2005,122,122,122
23/09/2005,121,121,121
26/09/2005,120,120,120
27/09/2005,120,120,120
28/09/2005,120,120,120
29/09/2005,121,121,121
30/09/2005,120,120,120
03/10/2005,119,119,119
04/10/2005,119,119,119
05/10/2005,119,119,119
06/10/2005,121,121,121
07/10/2005,121,121,121
10/10/2005,121,121,121
11/10/2005,120,120,120
12/10/2005,120,120,120
13/10/2005,120,120,120
14/10/2005,120,120,120
17/10/2005,120,120,120
18/10/2005,119,119,119
19/10/2005,120,120,120
20/10/2005,120,120,120
21/10/2005,120,120,120
24/10/2005,119,119,119
25/10/2005,120,120,120
26/10/2005,121,121,121
27/10/2005,121,121,121
28/10/2005,121,121,121
31/10/2005,120,120,120
01/11/2005,120,120,120
02/11/2005,120,120,120
03/11/2005,120,120,120
04/11/2005,119,119,119
07/11/2005,118,118,118
08/11/2005,117,117,117
09/11/2005,117,117,117
10/11/2005,118,118,118
11/11/2005,117,117,117
14/11/2005,117,117,117
15/11/2005,117,117,117
16/11/2005,117,117,117
17/11/2005,117,117,117
18/11/2005,117,117,117
21/11/2005,118,118,118
22/11/2005,117,117,117
23/11/2005,118,118,118
24/11/2005,118,118,118
25/11/2005,118,118,118
28/11/2005,117,117,117
29/11/2005,118,118,118
30/11/2005,118,118,118
01/12/2005,117,117,117
02/12/2005,117,117,117
05/12/2005,118,118,118
06/12/2005,118,118,118
07/12/2005,117,117,117
08/12/2005,118,118,118
09/12/2005,118,118,118
12/12/2005,119,119,119
13/12/2005,119,119,119
14/12/2005,120,120,120
15/12/2005,120,120,120
16/12/2005,120,120,120
19/12/2005,120,120,120
20/12/2005,120,120,120
21/12/2005,119,119,119
22/12/2005,118,118,118
23/12/2005,119,119,119
26/12/2005,0,119,119
27/12/2005,119,119,119
28/12/2005,119,119,119
29/12/2005,118,118,118
30/12/2005,118,118,118
02/01/2006,118,118,118
03/01/2006,119,119,119
04/01/2006,121,121,121
05/01/2006,121,121,121
06/01/2006,121,121,121
09/01/2006,121,121,121
10/01/2006,121,121,121
11/01/2006,121,121,121
12/01/2006,121,121,121
13/01/2006,120,120,120
16/01/2006,121,121,121
17/01/2006,121,121,121
18/01/2006,121,121,121
19/01/2006,121,121,121
20/01/2006,121,121,121
23/01/2006,123,123,123
24/01/2006,123,123,123
25/01/2006,123,123,123
26/01/2006,123,123,123
27/01/2006,122,122,122
30/01/2006,121,121,121
31/01/2006,121,121,121
01/02/2006,121,121,121
02/02/2006,121,121,121
03/02/2006,121,121,121
06/02/2006,120,120,120
07/02/2006,120,120,120
08/02/2006,119,119,119
09/02/2006,120,120,120
10/02/2006,120,120,120
13/02/2006,119,119,119
14/02/2006,119,119,119
15/02/2006,119,119,119
16/02/2006,119,119,119
17/02/2006,119,119,119
20/02/2006,119,119,119
21/02/2006,119,119,119
22/02/2006,119,119,119
23/02/2006,120,120,120
24/02/2006,119,119,119
27/02/2006,119,119,119
28/02/2006,119,119,119
01/03/2006,120,120,120
02/03/2006,119,119,119
03/03/2006,120,120,120
06/03/2006,120,120,120
07/03/2006,119,119,119
08/03/2006,119,119,119
09/03/2006,119,119,119
10/03/2006,119,119,119
13/03/2006,119,119,119
14/03/2006,119,119,119
15/03/2006,120,120,120
16/03/2006,121,121,121
17/03/2006,122,122,122
20/03/2006,122,122,122
21/03/2006,121,121,121
22/03/2006,121,121,121
23/03/2006,121,121,121
24/03/2006,120,120,120
27/03/2006,120,120,120
28/03/2006,121,121,121
29/03/2006,120,120,120
30/03/2006,121,121,121
31/03/2006,121,121,121
03/04/2006,121,121,121
04/04/2006,122,122,122
05/04/2006,123,123,123
06/04/2006,123,123,123
07/04/2006,122,122,122
10/04/2006,121,121,121
11/04/2006,121,121,121
12/04/2006,121,121,121
13/04/2006,121,121,121
14/04/2006,0,121,121
17/04/2006,0,0,121
18/04/2006,123,123,123
19/04/2006,123,123,123
20/04/2006,123,123,123
21/04/2006,123,123,123
24/04/2006,124,124,124
25/04/2006,124,124,124
26/04/2006,124,124,124
27/04/2006,124,124,124
28/04/2006,125,125,125
01/05/2006,0,125,125
02/05/2006,126,126,126
03/05/2006,126,126,126
04/05/2006,126,126,126
05/05/2006,127,127,127
08/05/2006,128,128,128
09/05/2006,127,127,127
10/05/2006,128,128,128
11/05/2006,127,127,127
12/05/2006,129,129,129
15/05/2006,128,128,128
16/05/2006,128,128,128
17/05/2006,129,129,129
18/05/2006,128,128,128
19/05/2006,128,128,128
22/05/2006,128,128,128
23/05/2006,128,128,128
24/05/2006,129,129,129
25/05/2006,128,128,128
26/05/2006,128,128,128
29/05/2006,128,128,128
30/05/2006,128,128,128
31/05/2006,129,129,129
01/06/2006,127,127,127
02/06/2006,128,128,128
05/06/2006,130,130,130
06/06/2006,128,128,128
07/06/2006,128,128,128
08/06/2006,127,127,127
09/06/2006,127,127,127
12/06/2006,126,126,126
13/06/2006,126,126,126
14/06/2006,126,126,126
15/06/2006,126,126,126
16/06/2006,127,127,127
19/06/2006,126,126,126
20/06/2006,125,125,125
21/06/2006,126,126,126
22/06/2006,126,126,126
23/06/2006,125,125,125
26/06/2006,126,126,126
27/06/2006,126,126,126
28/06/2006,126,126,126
29/06/2006,125,125,125
30/06/2006,127,127,127
03/07/2006,128,128,128
04/07/2006,128,128,128
05/07/2006,128,128,128
06/07/2006,127,127,127
07/07/2006,128,128,128
10/07/2006,128,128,128
11/07/2006,127,127,127
12/07/2006,127,127,127
13/07/2006,127,127,127
14/07/2006,127,127,127
17/07/2006,125,125,125
18/07/2006,125,125,125
19/07/2006,125,125,125
20/07/2006,126,126,126
21/07/2006,127,127,127
24/07/2006,126,126,126
25/07/2006,126,126,126
26/07/2006,126,126,126
27/07/2006,127,127,127
28/07/2006,127,127,127
31/07/2006,128,128,128
01/08/2006,128,128,128
02/08/2006,128,128,128
03/08/2006,128,128,128
04/08/2006,128,128,128
07/08/2006,129,129,129
08/08/2006,128,128,128
09/08/2006,129,129,129
10/08/2006,129,129,129
11/08/2006,128,128,128
14/08/2006,127,127,127
15/08/2006,127,127,127
16/08/2006,128,128,128
17/08/2006,129,129,129
18/08/2006,128,128,128
21/08/2006,129,129,129
22/08/2006,128,128,128
23/08/2006,128,128,128
24/08/2006,128,128,128
25/08/2006,128,128,128
28/08/2006,128,128,128
29/08/2006,128,128,128
30/08/2006,128,128,128
31/08/2006,129,129,129
01/09/2006,128,128,128
04/09/2006,129,129,129
05/09/2006,128,128,128
06/09/2006,128,128,128
07/09/2006,127,127,127
08/09/2006,127,127,127
11/09/2006,127,127,127
12/09/2006,127,127,127
13/09/2006,127,127,127
14/09/2006,127,127,127
15/09/2006,127,127,127
18/09/2006,127,127,127
19/09/2006,127,127,127
20/09/2006,127,127,127
21/09/2006,127,127,127
22/09/2006,128,128,128
25/09/2006,128,128,128
26/09/2006,127,127,127
27/09/2006,127,127,127
28/09/2006,127,127,127
29/09/2006,127,127,127
02/10/2006,127,127,127
03/10/2006,127,127,127
04/10/2006,127,127,127
05/10/2006,127,127,127
06/10/2006,127,127,127
09/10/2006,126,126,126
10/10/2006,125,125,125
11/10/2006,125,125,125
12/10/2006,125,125,125
13/10/2006,126,126,126
16/10/2006,125,125,125
17/10/2006,125,125,125
18/10/2006,125,125,125
19/10/2006,126,126,126
20/10/2006,126,126,126
23/10/2006,126,126,126
24/10/2006,125,125,125
25/10/2006,126,126,126
26/10/2006,127,127,127
27/10/2006,127,127,127
30/10/2006,127,127,127
31/10/2006,127,127,127
01/11/2006,128,128,128
02/11/2006,128,128,128
03/11/2006,128,128,128
06/11/2006,127,127,127
07/11/2006,128,128,128
08/11/2006,128,128,128
09/11/2006,128,128,128
10/11/2006,129,129,129
13/11/2006,128,128,128
14/11/2006,128,128,128
15/11/2006,128,128,128
16/11/2006,128,128,128
17/11/2006,128,128,128
20/11/2006,128,128,128
21/11/2006,128,128,128
22/11/2006,129,129,129
23/11/2006,130,130,130
24/11/2006,131,131,131
27/11/2006,131,131,131
28/11/2006,131,131,131
29/11/2006,132,132,132
30/11/2006,132,132,132
01/12/2006,132,132,132
04/12/2006,133,133,133
05/12/2006,133,133,133
06/12/2006,133,133,133
07/12/2006,133,133,133
08/12/2006,133,133,133
11/12/2006,132,132,132
12/12/2006,132,132,132
13/12/2006,133,133,133
14/12/2006,132,132,132
15/12/2006,131,131,131
18/12/2006,131,131,131
19/12/2006,132,132,132
20/12/2006,132,132,132
21/12/2006,132,132,132
22/12/2006,132,132,132
25/12/2006,0,132,132
26/12/2006,0,0,132
27/12/2006,132,132,132
28/12/2006,132,132,132
29/12/2006,132,132,132
01/01/2007,0,132,132
02/01/2007,133,133,133
03/01/2007,132,132,132
04/01/2007,131,131,131
05/01/2007,131,131,131
08/01/2007,130,130,130
09/01/2007,130,130,130
10/01/2007,130,130,130
11/01/2007,130,130,130
12/01/2007,129,129,129
15/01/2007,129,129,129
16/01/2007,130,130,130
17/01/2007,129,129,129
18/01/2007,129,129,129
19/01/2007,130,130,130
22/01/2007,129,129,129
23/01/2007,130,130,130
24/01/2007,130,130,130
25/01/2007,130,130,130
26/01/2007,129,129,129
29/01/2007,129,129,129
30/01/2007,130,130,130
31/01/2007,130,130,130
01/02/2007,130,130,130
02/02/2007,130,130,130
05/02/2007,129,129,129
06/02/2007,130,130,130
07/02/2007,130,130,130
08/02/2007,130,130,130
09/02/2007,130,130,130
12/02/2007,130,130,130
13/02/2007,130,130,130
14/02/2007,131,131,131
15/02/2007,131,131,131
16/02/2007,131,131,131
19/02/2007,131,131,131
20/02/2007,131,131,131
21/02/2007,131,131,131
22/02/2007,131,131,131
23/02/2007,131,131,131
26/02/2007,132,132,132
27/02/2007,132,132,132
28/02/2007,132,132,132
01/03/2007,132,132,132
02/03/2007,132,132,132
05/03/2007,131,131,131
06/03/2007,131,131,131
07/03/2007,131,131,131
08/03/2007,132,132,132
09/03/2007,132,132,132
12/03/2007,132,132,132
13/03/2007,132,132,132
14/03/2007,132,132,132
15/03/2007,132,132,132
16/03/2007,133,133,133
19/03/2007,133,133,133
20/03/2007,133,133,133
21/03/2007,133,133,133
22/03/2007,134,134,134
23/03/2007,133,133,133
26/03/2007,133,133,133
27/03/2007,133,133,133
28/03/2007,133,133,133
29/03/2007,134,134,134
30/03/2007,133,133,133
02/04/2007,134,134,134
03/04/2007,134,134,134
04/04/2007,134,134,134
05/04/2007,134,134,134
06/04/2007,0,134,134
09/04/2007,0,0,134
10/04/2007,134,134,134
11/04/2007,134,134,134
12/04/2007,135,135,135
13/04/2007,135,135,135
16/04/2007,136,136,136
17/04/2007,135,135,135
18/04/2007,136,136,136
19/04/2007,136,136,136
20/04/2007,136,136,136
23/04/2007,136,136,136
24/04/2007,136,136,136
25/04/2007,136,136,136
26/04/2007,136,136,136
27/04/2007,136,136,136
30/04/2007,136,136,136
01/05/2007,0,136,136
02/05/2007,136,136,136
03/05/2007,136,136,136
04/05/2007,136,136,136
07/05/2007,136,136,136
08/05/2007,136,136,136
09/05/2007,135,135,135
10/05/2007,135,135,135
11/05/2007,135,135,135
14/05/2007,135,135,135
15/05/2007,135,135,135
16/05/2007,136,136,136
17/05/2007,135,135,135
18/05/2007,135,135,135
21/05/2007,134,134,134
22/05/2007,135,135,135
23/05/2007,135,135,135
24/05/2007,134,134,134
25/05/2007,134,134,134
28/05/2007,135,135,135
29/05/2007,135,135,135
30/05/2007,134,134,134
31/05/2007,135,135,135
01/06/2007,134,134,134
04/06/2007,135,135,135
05/06/2007,135,135,135
06/06/2007,135,135,135
07/06/2007,135,135,135
08/06/2007,133,133,133
11/06/2007,134,134,134
12/06/2007,133,133,133
13/06/2007,133,133,133
14/06/2007,133,133,133
15/06/2007,133,133,133
18/06/2007,134,134,134
19/06/2007,134,134,134
20/06/2007,134,134,134
21/06/2007,134,134,134
22/06/2007,134,134,134
25/06/2007,135,135,135
26/06/2007,135,135,135
27/06/2007,134,134,134
28/06/2007,135,135,135
29/06/2007,135,135,135
02/07/2007,136,136,136
03/07/2007,136,136,136
04/07/2007,136,136,136
05/07/2007,136,136,136
06/07/2007,136,136,136
09/07/2007,136,136,136
10/07/2007,137,137,137
11/07/2007,138,138,138
12/07/2007,138,138,138
13/07/2007,138,138,138
16/07/2007,138,138,138
17/07/2007,138,138,138
18/07/2007,138,138,138
19/07/2007,138,138,138
20/07/2007,138,138,138
23/07/2007,138,138,138
24/07/2007,138,138,138
25/07/2007,137,137,137
26/07/2007,137,137,137
27/07/2007,137,137,137
30/07/2007,137,137,137
31/07/2007,137,137,137
01/08/2007,137,137,137
02/08/2007,137,137,137
03/08/2007,137,137,137
06/08/2007,138,138,138
07/08/2007,138,138,138
08/08/2007,138,138,138
09/08/2007,137,137,137
10/08/2007,137,137,137
13/08/2007,137,137,137
14/08/2007,136,136,136
15/08/2007,135,135,135
16/08/2007,134,134,134
17/08/2007,135,135,135
20/08/2007,135,135,135
21/08/2007,135,135,135
22/08/2007,135,135,135
23/08/2007,136,136,136
24/08/2007,136,136,136
27/08/2007,137,137,137
28/08/2007,137,137,137
29/08/2007,136,136,136
30/08/2007,136,136,136
31/08/2007,137,137,137
03/09/2007,136,136,136
04/09/2007,136,136,136
05/09/2007,136,136,136
06/09/2007,137,137,137
07/09/2007,137,137,137
10/09/2007,138,138,138
11/09/2007,138,138,138
12/09/2007,139,139,139
13/09/2007,139,139,139
14/09/2007,139,139,139
17/09/2007,139,139,139
18/09/2007,139,139,139
19/09/2007,140,140,140
20/09/2007,140,140,140
21/09/2007,140,140,140
24/09/2007,141,141,141
25/09/2007,141,141,141
26/09/2007,141,141,141
27/09/2007,142,142,142
28/09/2007,142,142,142
01/10/2007,142,142,142
02/10/2007,142,142,142
03/10/2007,142,142,142
04/10/2007,141,141,141
05/10/2007,141,141,141
08/10/2007,141,141,141
09/10/2007,140,140,140
10/10/2007,141,141,141
11/10/2007,142,142,142
12/10/2007,142,142,142
15/10/2007,142,142,142
16/10/2007,142,142,142
17/10/2007,142,142,142
18/10/2007,143,143,143
19/10/2007,143,143,143
22/10/2007,142,142,142
23/10/2007,143,143,143
24/10/2007,142,142,142
25/10/2007,143,143,143
26/10/2007,144,144,144
29/10/2007,144,144,144
30/10/2007,144,144,144
31/10/2007,144,144,144
01/11/2007,144,144,144
02/11/2007,145,145,145
05/11/2007,145,145,145
06/11/2007,145,145,145
07/11/2007,147,147,147
08/11/2007,147,147,147
09/11/2007,147,147,147
12/11/2007,146,146,146
13/11/2007,146,146,146
14/11/2007,147,147,147
15/11/2007,146,146,146
16/11/2007,147,147,147
19/11/2007,147,147,147
20/11/2007,148,148,148
21/11/2007,148,148,148
22/11/2007,148,148,148
23/11/2007,148,148,148
26/11/2007,148,148,148
27/11/2007,149,149,149
28/11/2007,147,147,147
29/11/2007,147,147,147
30/11/2007,148,148,148
03/12/2007,147,147,147
04/12/2007,147,147,147
05/12/2007,147,147,147
06/12/2007,146,146,146
07/12/2007,146,146,146
10/12/2007,147,147,147
11/12/2007,147,147,147
12/12/2007,147,147,147
13/12/2007,147,147,147
14/12/2007,145,145,145
17/12/2007,144,144,144
18/12/2007,144,144,144
19/12/2007,144,144,144
20/12/2007,143,143,143
21/12/2007,144,144,144
24/12/2007,144,144,144
25/12/2007,0,144,144
26/12/2007,0,0,144
27/12/2007,145,145,145
28/12/2007,147,147,147
31/12/2007,147,147,147
01/01/2008,0,147,147
02/01/2008,147,147,147
03/01/2008,148,148,148
04/01/2008,147,147,147
07/01/2008,147,147,147
08/01/2008,147,147,147
09/01/2008,147,147,147
10/01/2008,147,147,147
11/01/2008,148,148,148
14/01/2008,149,149,149
15/01/2008,149,149,149
16/01/2008,148,148,148
17/01/2008,147,147,147
18/01/2008,147,147,147
21/01/2008,145,145,145
22/01/2008,145,145,145
23/01/2008,146,146,146
24/01/2008,147,147,147
25/01/2008,147,147,147
28/01/2008,148,148,148
29/01/2008,148,148,148
30/01/2008,148,148,148
31/01/2008,149,149,149
01/02/2008,149,149,149
04/02/2008,148,148,148
05/02/2008,147,147,147
06/02/2008,146,146,146
07/02/2008,146,146,146
08/02/2008,145,145,145
11/02/2008,145,145,145
12/02/2008,145,145,145
13/02/2008,146,146,146
14/02/2008,146,146,146
15/02/2008,147,147,147
18/02/2008,146,146,146
19/02/2008,147,147,147
20/02/2008,147,147,147
21/02/2008,147,147,147
22/02/2008,148,148,148
25/02/2008,148,148,148
26/02/2008,149,149,149
27/02/2008,150,150,150
28/02/2008,151,151,151
29/02/2008,152,152,152
03/03/2008,152,152,152
04/03/2008,152,152,152
05/03/2008,152,152,152
06/03/2008,153,153,153
07/03/2008,154,154,154
10/03/2008,153,153,153
11/03/2008,154,154,154
12/03/2008,155,155,155
13/03/2008,156,156,156
14/03/2008,156,156,156
17/03/2008,158,158,158
18/03/2008,158,158,158
19/03/2008,157,157,157
20/03/2008,154,154,154
21/03/2008,0,154,154
24/03/2008,0,0,154
25/03/2008,156,156,156
26/03/2008,157,157,157
27/03/2008,158,158,158
28/03/2008,158,158,158
31/03/2008,158,158,158
01/04/2008,157,157,157
